chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat
chrX	4143917	4143980	64	4	0.241334394888999	0.757183397719113	-0.515849002830114	-15.9904957201701
chrX	52022252	52022900	649	5	0.834844329587743	0.430907093344737	0.403937236243006	15.9873937896645
chr18	4081982	4082379	398	6	0.757200235091884	0.375040340220184	0.3821598948717	15.9831429357216
chr1	170812278	170813285	1008	4	0.349515384943608	0.884703459852388	-0.53518807490878	-15.9597595536883
chr1	37205697	37206014	318	5	0.270798429097015	0.687928747283412	-0.417130318186397	-15.9443562850674
chr16	49000783	49000895	113	5	0.264505464912131	0.695707111446677	-0.431201646534546	-15.9381666395896
chr2	63753138	63753457	320	4	0.532405556768982	0.979830736630699	-0.447425179861717	-15.9308267129978
chr2	79753704	79753925	222	4	0.439548262471329	0.969666103851936	-0.530117841380607	-15.9220682394778
chr10	64434713	64434859	147	5	0.478198556488724	0.92753569292778	-0.449337136439056	-15.9198917313391
chr22	20328301	20328546	246	5	0.224364868144354	0.606582249799228	-0.382217381654874	-15.9093025466264
chr3	165805079	165806008	930	5	0.958492436869707	0.643614706887507	0.3148777299822	15.9053127046378
chr6	154340167	154340220	54	4	0.367842041067771	0.914819388733396	-0.546977347665624	-15.9051348738474
chr16	77604859	77605076	218	6	0.559621870833612	0.897977027926487	-0.338355157092875	-15.8791060205616
chr7	113637999	113638202	204	5	0.796662577400164	0.324672302820318	0.471990274579846	15.8631626156591
chr11	23800051	23800268	218	4	0.197619991978684	0.779323526699129	-0.581703534720445	-15.8563572248033
chr10	55345319	55345580	262	5	0.490576050393074	0.86271617045603	-0.372140120062957	-15.8504936019582
chr1	15922922	15923143	222	5	0.835356386963478	0.439833863168786	0.395522523794692	15.8453249300891
chr3	13597750	13597836	87	6	0.45423566997326	0.810864553511348	-0.356628883538088	-15.841072102129
chr2	34603187	34603425	239	5	0.783197361075364	0.351161067743356	0.432036293332008	15.8370213070235
chr1	102808088	102808686	599	5	0.642947786805339	0.957642534084756	-0.314694747279417	-15.8321801661914
chr18	49397881	49398040	160	4	0.506122184642043	0.966764847003467	-0.460642662361425	-15.8168383100333
chr14	44023479	44023870	392	6	0.695837826848793	0.313859219186193	0.3819786076626	15.8090441070055
chr18	66403549	66403732	184	5	0.740074842653896	0.300383458844566	0.439691383809329	15.8086341902978
chr18	46607801	46607885	85	6	0.558766907743016	0.894934444125981	-0.336167536382965	-15.8079251363806
chr12	90203101	90203283	183	4	0.94864578648099	0.426567252064963	0.522078534416027	15.8051419907351
chr12	118165048	118165128	81	4	0.96209314170075	0.466816563118469	0.495276578582281	15.7967311263225
chr5	147956899	147957219	321	6	0.482939789627573	0.838242118222694	-0.355302328595121	-15.7938991936465
chr7	147386388	147386682	295	6	0.593652825287453	0.907900688893391	-0.314247863605937	-15.7815993027548
chr9	11953533	11955309	1777	4	0.90424873747135	0.367906572587498	0.536342164883852	15.7649906841728
chr9	22731747	22732095	349	4	0.745894114982326	0.265705745906198	0.480188369076128	15.7648368876957
chr9	69175499	69175741	243	5	0.441627721260497	0.841564363473657	-0.39993664221316	-15.7603346148932
chr13	60618393	60618620	228	6	0.639870311093185	0.941023324604211	-0.301153013511026	-15.757674149777
chr10	102870136	102870564	429	5	0.683391624687652	0.25043588114702	0.432955743540632	15.7569010741027
chr11	98218117	98218250	134	5	0.346123484225537	0.805927838607022	-0.459804354381485	-15.7459196794173
chrX	5775515	5775836	322	4	0.204906003046136	0.736071247148221	-0.531165244102085	-15.7356089757843
chr5	170421256	170422253	998	4	0.451071991420288	0.968793701729188	-0.517721710308899	-15.734323256739
chr10	16618582	16619723	1142	6	0.46496428074915	0.794200737706355	-0.329236456957205	-15.7309593119987
chr1	237777936	237778090	155	5	0.726360602663402	0.317599041120193	0.408761561543209	15.7248573798442
chr8	55455624	55456964	1341	6	0.604439093220815	0.212857455788821	0.391581637431995	15.7216879340212
chr18	51650339	51650504	166	4	0.979448527674483	0.583785969461025	0.395662558213458	15.7165738668535
chr6	40315690	40316021	332	5	0.459952046858397	0.878291070076934	-0.418339023218537	-15.715645271347
chr2	85826669	85826786	118	6	0.480384897770611	0.82629530619965	-0.345910408429039	-15.7067556181985
chr2	223015399	223016260	862	4	0.407929527162403	0.927352151810146	-0.519422624647742	-15.7059233794446
chrY	13689900	13690064	165	6	0.435811065131984	0.891975021048558	-0.456163955916574	-15.7052758176908
chrX	82354135	82354563	429	4	0.152841775874941	0.690915776608393	-0.538074000733452	-15.7050334780024
chr5	159832399	159832928	530	5	0.392191706567787	0.942496925879691	-0.550305219311903	-15.7049518013005
chr2	87247676	87247790	115	5	0.352702543915331	0.846291034701253	-0.493588490785921	-15.692707889647
chr16	83644764	83646885	2122	4	0.97920708342148	0.514906661625149	0.464300421796331	15.6882287967585
chr9	9375922	9376800	879	5	0.750765169677194	0.264743453206281	0.486021716470913	15.6776464424095
chr7	121244160	121244349	190	4	0.108213612622681	0.562900259591398	-0.454686646968717	-15.6766946080794
chr8	4660294	4660420	127	5	0.168833782606739	0.604049471031812	-0.435215688425073	-15.6679420059394
chr8	84450254	84450433	180	4	0.456906370312364	0.961257149437576	-0.504350779125212	-15.6543666656939
chr15	28812110	28812224	115	5	0.492708240234171	0.964319116500336	-0.471610876266166	-15.6497587385835
chr8	84294477	84296039	1563	5	0.853261072897237	0.415236143212058	0.438024929685178	15.6497345854861
chr2	49406564	49406972	409	5	0.909898969975849	0.460221466660484	0.449677503315365	15.6470458923211
chr3	184442092	184442272	181	4	0.571274818293355	0.967889992487515	-0.396615174194159	-15.6355556026161
chrX	153513482	153513583	102	7	0.768917247971437	0.337184780410541	0.431732467560896	15.6324380072827
chr12	54283111	54283367	257	4	0.396308491242001	0.842605658611164	-0.446297167369163	-15.6294128645159
chr11	3460035	3460226	192	6	0.824201880064231	0.498776865736854	0.325425014327376	15.6294078557044
chr8	112550461	112550756	296	6	0.362658330213465	0.719050512232844	-0.356392182019379	-15.5905840208688
chrX	124108417	124109120	704	5	0.707780612615896	0.2782299438217	0.429550668794196	15.5864065904746
chr2	81974307	81975459	1153	5	0.447969451718946	0.880942585834165	-0.432973134115219	-15.5855738232417
chr2	170141556	170141784	229	5	0.782114907413031	0.344282863230432	0.437832044182599	15.5697481159676
chr2	220205491	220205594	104	5	0.843125129340894	0.456106375735844	0.38701875360505	15.552817627434
chr5	8748010	8748485	476	5	0.320906800803927	0.726756940267961	-0.405850139464034	-15.5410265755851
chrX	28116894	28117158	265	5	0.402887217450374	0.824506200897185	-0.42161898344681	-15.5339139404167
chr5	175448768	175448863	96	6	0.56411908939035	0.94693445910925	-0.382815369718901	-15.5337989727304
chr9	68484939	68485143	205	6	0.193679785855783	0.597250614824505	-0.403570828968722	-15.5216834743252
chr4	127697643	127697746	104	5	0.53206595518137	0.924436306591118	-0.392370351409748	-15.5158143974349
chr13	113575347	113575415	69	6	0.828701599778378	0.509311691564032	0.319389908214345	15.5095994325111
chr17	69742025	69742083	59	4	0.948403173831332	0.459106358926979	0.489296814904353	15.5055503639322
chrX	92181707	92182132	426	4	0.95714909022986	0.474687144077883	0.482461946151977	15.5008683511041
chr1	142860056	142860364	309	5	0.34276532515867	0.784221793556032	-0.441456468397363	-15.4884316393896
chr12	121514771	121514833	63	6	0.512744148830551	0.818334732217541	-0.30559058338699	-15.4738193601161
chr1	2212829	2212890	62	6	0.918984033182881	0.553916535013902	0.36506749816898	15.4733299123294
chr13	51025660	51026003	344	5	0.461829665960661	0.82674561914846	-0.364915953187799	-15.4644756462909
chr1	18030988	18031167	180	6	0.484787414193283	0.771930265404667	-0.287142851211384	-15.4633108606116
chr19	21265423	21265550	128	6	0.1541324542686	0.446714033010309	-0.292581578741709	-15.4620886994448
chr4	58892229	58892502	274	5	0.250335944328143	0.640966942875435	-0.390630998547291	-15.4584228396299
chr2	6750587	6750784	198	5	0.954142738518466	0.570480575222384	0.383662163296082	15.4538693213898
chr1	162649471	162649718	248	5	0.714536653242343	0.320270120986398	0.394266532255945	15.4473120075817
chrX	104303745	104304337	593	5	0.435269890413808	0.87144286348485	-0.436172973071042	-15.4380189131111
chr15	32579249	32579300	52	4	0.193875737356002	0.819956539814007	-0.626080802458005	-15.4230549999576
chrX	27930151	27931028	878	5	0.910564341586422	0.549389228592304	0.361175112994117	15.3955733880556
chr3	75611670	75611960	291	5	0.551432896099709	0.878054202145949	-0.32662130604624	-15.38213077818
chr10	87279750	87281745	1996	6	0.848045544598348	0.488582273841985	0.359463270756363	15.3765405089708
chr2	117990941	117991501	561	4	0.392224308433295	0.836551891302697	-0.444327582869402	-15.3755829251259
chr18	68962262	68962489	228	4	0.888454406268345	0.433563281010779	0.454891125257566	15.375346711976
chr15	24718216	24718331	116	5	0.79201171736872	0.314304189654799	0.477707527713921	15.3503457274537
chrX	28795143	28795734	592	4	0.768738744567398	0.366773646142602	0.401965098424796	15.3419794835337
chr8	57910303	57911564	1262	5	0.97450533788859	0.623897864205325	0.350607473683265	15.3363932566728
chr1	50213007	50213433	427	4	0.718888059160757	0.21134894663405	0.507539112526707	15.3355402548984
chrX	21947465	21947746	282	5	0.56024999352728	0.923060907816106	-0.362810914288826	-15.3314575161531
chr5	18314627	18314758	132	4	0.914009991687199	0.30528254114056	0.608727450546639	15.3314037898575
chr17	68806490	68806731	242	5	0.84931000304889	0.445529486614693	0.403780516434197	15.3268356645692
chr5	8035154	8035249	96	5	0.824130007693512	0.445788238505825	0.378341769187687	15.3265072281345
chr4	130479830	130480682	853	5	0.409791090575599	0.775595801612391	-0.365804711036793	-15.3083324150589
chr1	2866142	2866226	85	6	0.471234131053786	0.791890635100729	-0.320656504046943	-15.2900761973163
chr3	178657256	178657571	316	4	0.829653967371251	0.323473689017489	0.506180278353762	15.2866164416404
chr6	120276594	120276894	301	4	0.387650366517571	0.880729205316704	-0.493078838799134	-15.2757431802704
chr10	49374340	49374517	178	4	0.825616718796911	0.270830127768697	0.554786591028214	15.2746498929113
chrX	52717516	52721067	3552	6	0.879091877115844	0.48243475507373	0.396657122042114	15.2671220545771
chr4	116629113	116629673	561	4	0.301147755360457	0.942555282957597	-0.64140752759714	-15.2566335865832
chr8	7546924	7547022	99	6	0.481183549326762	0.911115211855071	-0.429931662528309	-15.2437151494003
chr15	82914663	82914957	295	6	0.47586829373853	0.885120808999148	-0.409252515260618	-15.2412176880829
chr4	18495344	18495781	438	5	0.321783268196847	0.771559292856303	-0.449776024659456	-15.239712700587
chr15	49877877	49878129	253	5	0.972541007378447	0.601143750144373	0.371397257234074	15.2338150011824
chr3	32542897	32543245	349	6	0.301487996831449	0.630615371797007	-0.329127374965558	-15.2271592281764
chrX	80634684	80634821	138	5	0.779996005046818	0.342403926215942	0.437592078830876	15.2213026939207
chr8	7751593	7751841	249	5	0.974747950027558	0.536665540820079	0.438082409207479	15.2144880021496
chr16	32772001	32772093	93	4	0.73455594772564	0.155278162246154	0.579277785479487	15.206951910784
chr6	63581455	63581681	227	4	0.864353639893427	0.364534998475908	0.499818641417519	15.2061282565018
chr7	32945381	32945469	89	5	0.725478628858092	0.392525437593141	0.332953191264951	15.2046965333192
chr7	151956461	151956642	182	4	0.498875257500165	0.960327638258531	-0.461452380758366	-15.1980370773417
chr12	129872798	129873130	333	4	0.923676464012042	0.419938977265889	0.503737486746153	15.1974351293712
chr8	55329177	55329303	127	5	0.793043115962654	0.393443106965878	0.399600008996776	15.1903757709861
chr10	118939414	118939833	420	6	0.423021042617769	0.755196132946177	-0.332175090328408	-15.1859831144614
chr14	43194305	43194702	398	6	0.741531544789513	0.342911851100733	0.39861969368878	15.1858500599837
chr1	94328290	94328755	466	5	0.545659221550824	0.901245452057035	-0.355586230506212	-15.1842569598067
chr1	160781205	160781645	441	5	0.455789931687253	0.816970606489003	-0.36118067480175	-15.1690847369807
chr5	23590838	23590935	98	4	0.940990968836081	0.342876501640257	0.598114467195824	15.1652798708486
chr16	88318195	88318363	169	5	0.513351579224668	0.857818531924424	-0.344466952699756	-15.1635255599662
chr4	132512273	132512582	310	5	0.937896192808361	0.598415657761335	0.339480535047026	15.1567787209417
chrX	22349414	22349939	526	4	0.383569334646631	0.871559043287799	-0.487989708641168	-15.155693934644
chr3	171348547	171348710	164	5	0.944636222303513	0.539991128908785	0.404645093394727	15.1450411020739
chr13	93796609	93797704	1096	5	0.959370779360383	0.663551270900301	0.295819508460082	15.1444974127844
chrX	110893343	110893546	204	4	0.470571128827406	0.914304273201973	-0.443733144374567	-15.1101402202557
chr8	16022106	16022340	235	5	0.966519003929606	0.544175700804425	0.422343303125181	15.1096942409213
chr9	67697718	67697810	93	4	0.349923249413301	0.961627609789876	-0.611704360376574	-15.1081683403706
chrX	39258074	39258153	80	5	0.229408188047965	0.670242150134307	-0.440833962086342	-15.1019921132712
chr11	45380628	45381252	625	4	0.424454670900075	0.846419998689625	-0.42196532778955	-15.1015198249021
chr2	117650385	117650471	87	5	0.100661909801965	0.498007424479834	-0.397345514677868	-15.1010097206614
chr11	62698421	62698766	346	5	0.334617858850078	0.727879986221293	-0.393262127371214	-15.0980400646377
chr11	6750789	6751116	328	4	0.959090352497033	0.518033230075441	0.441057122421592	15.0966257083497
chr8	113118222	113118994	773	4	0.432185394387596	0.920009338693585	-0.487823944305989	-15.0939445434447
chrX	80177858	80178326	469	4	0.906433176537813	0.361468168638555	0.544965007899259	15.0810226506909
chr4	12403529	12403761	233	5	0.802478909785106	0.395628135599062	0.406850774186044	15.0787153460758
chr13	82215103	82215228	126	5	0.929835729004225	0.558947925384771	0.370887803619455	15.0715830453947
chr17	39501650	39502469	820	5	0.919814923190461	0.571596681675236	0.348218241515225	15.0621328572058
chr12	52803453	52803509	57	6	0.489034966079924	0.847429627657704	-0.358394661577781	-15.0547988369737
chr4	70120791	70120984	194	4	0.413481259890974	0.913010171382734	-0.49952891149176	-15.0507285604651
chrX	140641730	140641902	173	5	0.524745939755515	0.941837563292582	-0.417091623537067	-15.047028243557
chr19	54914428	54914535	108	5	0.422896382135197	0.855379805372533	-0.432483423237336	-15.040677127797
chr14	99855662	99855746	85	5	0.244427077369744	0.578050276954007	-0.333623199584263	-15.0396258802684
chr7	8244365	8244537	173	4	0.125490248775373	0.635514870082043	-0.51002462130667	-15.0318476629424
chr2	189708461	189709842	1382	4	0.440289831707007	0.95024715091444	-0.509957319207433	-15.0256566755698
chr16	75859033	75859164	132	4	0.847796836675337	0.352302302935766	0.495494533739571	15.0205380021648
chrX	67757544	67757689	146	5	0.359723357638895	0.743328993376802	-0.383605635737907	-15.0104415982203
chrX	94163208	94163440	233	6	0.253455964120257	0.61979866034323	-0.366342696222973	-15.0036369004441
chr2	141365002	141365233	232	5	0.764490984705045	0.302410576801984	0.462080407903061	15.0030951050755
chr7	82655862	82656259	398	4	0.291750432126473	0.845050542885562	-0.553300110759089	-14.9984692152165
chr3	51737039	51737274	236	4	0.317411823951753	0.827062242313083	-0.50965041836133	-14.9920544413825
chr7	145981238	145981369	132	4	0.850599117029	0.280231019923082	0.570368097105918	14.9904798859262
chr7	121537336	121537725	390	5	0.473712464473708	0.825318685680429	-0.351606221206721	-14.9898760248728
chr3	40948854	40948950	97	6	0.415496541332401	0.788627233030103	-0.373130691697703	-14.9851776968029
chr14	45946911	45947481	571	5	0.489852060481629	0.865219518400567	-0.375367457918938	-14.9845152394542
chr7	145306112	145306402	291	4	0.201560252341219	0.681184963797882	-0.479624711456662	-14.9843117771798
chr7	95113392	95113447	56	4	0.198463653213618	0.769435750979593	-0.570972097765975	-14.9694905152154
chr18	68809404	68809564	161	6	0.470946214175076	0.849886311940391	-0.378940097765315	-14.9692376599576
chr4	66559896	66560249	354	5	0.595822033424211	0.920142804503084	-0.324320771078873	-14.9674597928617
chrX	97947473	97947548	76	4	0.365390521919815	0.808666828409043	-0.443276306489229	-14.9650895447195
chr3	133275526	133275880	355	5	0.598095218091114	0.936634519517339	-0.338539301426225	-14.9578741041695
chr3	35931316	35931451	136	4	0.434151143048727	0.957181459247687	-0.52303031619896	-14.9362932386467
chr5	131851521	131851616	96	5	0.456081533072501	0.881480600520053	-0.425399067447552	-14.9344696730313
chrX	81798052	81798182	131	5	0.858684374805555	0.51759488117587	0.341089493629685	14.9326067142342
chr8	139729515	139729685	171	6	0.279014271948431	0.637584368897949	-0.358570096949518	-14.9307824397127
chr4	92403968	92404209	242	5	0.932686739273702	0.580540567801506	0.352146171472196	14.9266917103656
chr18	6501334	6501886	553	5	0.493289290976946	0.857121020098714	-0.363831729121768	-14.9232365262991
chr6	22423479	22423590	112	4	0.932003033727026	0.440132531881633	0.491870501845392	14.9170081109527
chr6	18741975	18742267	293	4	0.883395429629552	0.470427877062923	0.412967552566629	14.915802407333
chrX	20830812	20831884	1073	5	0.508802538407282	0.912186050179841	-0.403383511772558	-14.9157130930788
chr10	100913449	100913546	98	5	0.423024868990364	0.848776538725164	-0.4257516697348	-14.9005346955286
chr7	134555903	134556427	525	4	0.485739702230834	0.895764591037659	-0.410024888806825	-14.8944622450362
chr10	10134107	10134340	234	5	0.964370754279418	0.617993235950872	0.346377518328546	14.8932083880028
chr9	28965437	28965937	501	5	0.484172767401395	0.868426508042525	-0.38425374064113	-14.8805479008788
chr18	38645789	38645893	105	5	0.873046330122598	0.505616901472452	0.367429428650146	14.8773383102036
chr2	10574659	10574811	153	5	0.481226694295648	0.826731036747423	-0.345504342451775	-14.8767583022078
chr1	49727518	49727676	159	4	0.483044627756435	0.964934115047433	-0.481889487290998	-14.8690219784087
chr7	102166345	102166444	100	5	0.828429855187658	0.421547356058428	0.40688249912923	14.8640220682666
chr4	189858929	189859009	81	4	0.698384763755286	0.136685770237585	0.561698993517701	14.8621110893744
chrX	69678144	69678666	523	5	0.801664485532496	0.433988827603725	0.367675657928771	14.8598582245048
chr7	14247942	14248350	409	5	0.297048920538595	0.829540128190792	-0.532491207652196	-14.8533189895782
chr12	17209767	17210168	402	4	0.523518349057826	0.0487024377651765	0.47481591129265	14.8363085255074
chr1	242494349	242494538	190	5	0.495304396820445	0.131072417686959	0.364231979133486	14.8333068159219
chr3	32038149	32038257	109	4	0.986943156874151	0.6124396517973	0.374503505076851	14.8288476319116
chr11	9144886	9145134	249	5	0.514958721169944	0.928583092101272	-0.413624370931328	-14.8146666869951
chrX	150079654	150079890	237	5	0.868124529692328	0.51837319286922	0.349751336823108	14.8024890945879
chr12	21427037	21427491	455	5	0.62297080908378	0.2325651216596	0.39040568742418	14.7932593279626
chr1	191965941	191966060	120	5	0.971602880181803	0.667261499907406	0.304341380274397	14.792251261775
chr15	60660243	60660381	139	5	0.738973886625044	0.295506639127427	0.443467247497617	14.7867155575268
chr12	65558981	65559055	75	5	0.956759438884589	0.664268714597591	0.292490724286999	14.7849044808676
chr6	40881177	40881582	406	4	0.408012585816248	0.81710332605993	-0.409090740243682	-14.7834011847858
chr1	102381433	102381593	161	4	0.80837938602257	0.304276939495076	0.504102446527495	14.7832657871729
chr8	53970180	53970420	241	5	0.507243404041012	0.878350858441174	-0.371107454400162	-14.7800942721622
chr9	40386383	40386472	90	5	0.67995956312341	0.265750528111062	0.414209035012348	14.7747651390899
chr4	190060948	190061079	132	4	0.940990969049765	0.349695909251614	0.591295059798151	14.7656829778268
chr4	176067156	176067416	261	5	0.307597185878149	0.73566212773677	-0.428064941858621	-14.7633450367219
chr8	49902351	49903008	658	5	0.894418248334743	0.55595449661107	0.338463751723673	14.7471490003238
chr12	30066374	30066683	310	4	0.926804698921167	0.468101690659314	0.458703008261852	14.744282266239
chrX	79345266	79345415	150	4	0.717846416092118	0.196576793957311	0.521269622134807	14.7431865530683
chr8	50353605	50353875	271	4	0.295588909748785	0.809586978654248	-0.513998068905463	-14.7301627856145
chrX	14799277	14799504	228	4	0.785411976764606	0.312947135139955	0.472464841624651	14.7243546596609
chr6	103904080	103904158	79	6	0.855410260210834	0.533875108237296	0.321535151973538	14.7171728945281
chr5	152121734	152121952	219	5	0.49691476037522	0.861564076443218	-0.364649316067999	-14.7089956035413
chr12	21113734	21113922	189	5	0.377171643492964	0.835538572400701	-0.458366928907737	-14.7088479288944
chrX	145642426	145642848	423	5	0.220203073172819	0.600272839151597	-0.380069765978778	-14.7051846345902
chr15	84175058	84175274	217	5	0.36906330830646	0.759135554884777	-0.390072246578317	-14.7049286209012
chr5	111345250	111345538	289	4	0.422069590328201	0.90761876938357	-0.485549179055369	-14.6937513865838
chr22	23403065	23403168	104	5	0.748709058904	0.363375036562127	0.385334022341873	14.6912408779307
chr2	202537969	202538145	177	5	0.936277617734366	0.587982548249135	0.348295069485231	14.6812962251082
chr7	76567917	76568029	113	4	0.94864578648099	0.476979298542239	0.471666487938752	14.6797872272823
chr8	2739411	2740031	621	5	0.760559637031868	0.392842185139934	0.367717451891934	14.6634138016622
chr4	178744980	178745641	662	5	0.645232505285548	0.240215687750582	0.405016817534966	14.6633847298999
chr2	13456008	13456142	135	4	0.919393603241444	0.422289115142537	0.497104488098907	14.663238848849
chr4	27353544	27353912	369	5	0.410720462392569	0.751716281891217	-0.340995819498648	-14.6628527078485
chr3	117131049	117131381	333	4	0.962531703042454	0.517823356442852	0.444708346599602	14.6600196158629
chr1	158207419	158207631	213	5	0.316158607260183	0.760717153265424	-0.444558546005241	-14.6511915550582
chr22	16073197	16073465	269	4	0.945552168945706	0.459934104505779	0.485618064439928	14.6507345284875
chr15	86355321	86355497	177	5	0.967335683805908	0.602497310035738	0.36483837377017	14.6491153963862
chr19	8891987	8892051	65	5	0.917949166085854	0.435123647357795	0.48282551872806	14.6433443702997
chr13	57100487	57100709	223	5	0.949741148438874	0.591294409035529	0.358446739403346	14.6394973886067
chr9	5866086	5866454	369	5	0.643478767547424	0.967094776488579	-0.323616008941155	-14.6270369364987
chr13	112915672	112915866	195	4	0.300038518709996	0.79031230367441	-0.490273784964413	-14.6268341480148
chr3	137090779	137091274	496	4	0.958100108046386	0.503890907745475	0.454209200300911	14.6099839584386
chr8	82377613	82377920	308	4	0.812112844602336	0.367858690111672	0.444254154490664	14.6026731668635
chrX	23161699	23161801	103	5	0.971986657749906	0.69726790747299	0.274718750276916	14.6012771193504
chr2	230466802	230466902	101	4	0.981019866821863	0.591767278133834	0.389252588688029	14.5971836962165
chr5	170370350	170370431	82	4	0.416082259911928	0.95718145957263	-0.541099199660702	-14.5950865148477
chr17	33517984	33518200	217	5	0.379547893844881	0.735318067539635	-0.355770173694754	-14.5917713933194
chr11	116463030	116463359	330	4	0.217312138635728	0.627688503943831	-0.410376365308103	-14.5893556973546
chr1	157709127	157709764	638	6	0.636442838004897	0.318172827380925	0.318270010623972	14.5866397155032
chr1	222452778	222453013	236	5	0.913569881248209	0.550027954978286	0.363541926269923	14.5748399721429
chr4	66689975	66690157	183	5	0.895458864267995	0.549471399519721	0.345987464748274	14.5677443915329
chr1	105130361	105130531	171	4	0.582303911674185	0.979683022102549	-0.397379110428364	-14.5668098452236
chr1	537443	537564	122	5	0.507650471199833	0.925103954128671	-0.417453482928838	-14.5571691171728
chrX	102925379	102925451	73	4	0.705293900989598	0.15885940040906	0.546434500580538	14.5552434854592
chr1	112150510	112150682	173	5	0.560280626258872	0.897947044014448	-0.337666417755576	-14.5543312895999
chr4	56517862	56517995	134	4	0.931349699825118	0.495661972614973	0.435687727210145	14.5523834954542
chr5	13636203	13636515	313	5	0.387120882609037	0.804929407478463	-0.417808524869426	-14.5480363557924
chr10	19435714	19435982	269	5	0.908070416288623	0.540937399320299	0.367133016968324	14.5356015624455
chr7	51675828	51676063	236	5	0.560938930793483	0.896672678648005	-0.335733747854522	-14.5332006788841
chrX	87785753	87785994	242	4	0.159245287478036	0.640774007119959	-0.481528719641923	-14.5305209252882
chr3	34632556	34633092	537	4	0.475361008495885	0.892750004994737	-0.417388996498851	-14.5272599278293
chr6	8771556	8772210	655	5	0.830774714002936	0.386828678512325	0.443946035490611	14.5246221293438
chr16	62631167	62631642	476	4	0.389767239832127	0.914061053595392	-0.524293813763265	-14.5212822986837
chrX	104958949	104959366	418	4	0.744345232721377	0.278730204484761	0.465615028236615	14.5205820633002
chr9	11782177	11782344	168	4	0.656293564045086	0.151030714238182	0.505262849806905	14.5131766055838
chr1	16160077	16160172	96	5	0.20561043972089	0.612030088002949	-0.406419648282059	-14.5108762465396
chr11	87274282	87275504	1223	6	0.813159589378175	0.495035656421638	0.318123932956538	14.5100710860867
chr21	25423302	25423539	238	4	0.323590558373987	0.799263858758283	-0.475673300384296	-14.506730189993
chr11	31646499	31646919	421	5	0.371401340401175	0.789120058491938	-0.417718718090762	-14.5036756697038
chr6	162305513	162305792	280	4	0.943198824865869	0.445819935364714	0.497378889501155	14.5036731972699
chrX	41501045	41501162	118	5	0.649862696380442	0.959315825535136	-0.309453129154694	-14.5003218047284
chr11	41504130	41504296	167	4	0.463385773232861	0.823515661942503	-0.360129888709641	-14.4984482084973
chr13	65741991	65742413	423	5	0.245090829054514	0.626760200957685	-0.381669371903171	-14.4854815366331
chr9	24416644	24417400	757	5	0.665153942822349	0.303335156279245	0.361818786543104	14.4844526089408
chr10	108963358	108963654	297	4	0.37375976855073	0.834629373724617	-0.460869605173886	-14.4826334024405
chr3	80849938	80850525	588	4	0.387870005052867	0.887325823887539	-0.499455818834672	-14.4804383913122
chr6	77951412	77952001	590	5	0.950095157013281	0.612758679995766	0.337336477017515	14.4791362239906
chr17	52675434	52675637	204	4	0.610249340905779	0.975232487907566	-0.364983147001787	-14.4766023443611
chr7	126981592	126981659	68	5	0.595385025669727	0.970898744079519	-0.375513718409792	-14.475669141584
chr5	139967827	139968089	263	5	0.780691016149373	0.429644730887615	0.351046285261758	14.4750684638035
chr9	82844127	82844361	235	4	0.482003501141532	0.940955788303209	-0.458952287161677	-14.4749094094822
chr11	118348146	118348325	180	5	0.573260744578246	0.913887849578237	-0.340627104999991	-14.4689865988547
chr3	102534709	102535030	322	4	0.913601212998554	0.460661016208178	0.452940196790376	14.468887972371
chr10	6457955	6458245	291	4	0.961126606380013	0.584034619816975	0.377091986563038	14.4683960301801
chr7	76715148	76715311	164	5	0.567950478667194	0.950658543540887	-0.382708064873692	-14.4671198577717
chr14	19299738	19299974	237	6	0.760988765767573	0.420077288758199	0.340911477009374	14.4611815436992
chr3	19437163	19437336	174	4	0.312346987845268	0.844612300308217	-0.53226531246295	-14.4567312880858
chr21	14490243	14491493	1251	5	0.30257966226706	0.670252643484868	-0.367672981217809	-14.4550851128926
chr13	83464184	83464601	418	4	0.259985397946482	0.751284339422654	-0.491298941476172	-14.4523695474485
chr17	3143253	3143402	150	5	0.418585605794117	0.801150138433104	-0.382564532638987	-14.443828111234
chr16	7833154	7833341	188	5	0.413143843972899	0.786751525584088	-0.373607681611189	-14.4407453216473
chr2	137781765	137782021	257	5	0.595635883917085	0.919689172941149	-0.324053289024064	-14.4305518852405
chr5	147611557	147611788	232	5	0.277215965452281	0.736263216484479	-0.459047251032198	-14.4270928003874
chr3	134340565	134341071	507	4	0.273534070043104	0.843856353236438	-0.570322283193335	-14.4229561411705
chr2	230193837	230194037	201	4	0.982623585642164	0.580737363371702	0.401886222270462	14.4228268246973
chr3	179710152	179710527	376	5	0.383265882897132	0.748519697494612	-0.365253814597481	-14.4186197095035
chr2	193566530	193566792	263	4	0.688060934382873	0.258670914525023	0.42939001985785	14.4074220524345
chr5	87350035	87350107	73	4	0.334598667346535	0.764885371242522	-0.430286703895988	-14.3982360326821
chrX	149133718	149133990	273	4	0.834378013942073	0.38878954558968	0.445588468352393	14.3951036952121
chr19	15033228	15033296	69	5	0.574047293909454	0.200350359724503	0.373696934184951	14.3742708962541
chr15	43023914	43023990	77	5	0.916263026273558	0.552374106441454	0.363888919832104	14.3717381927961
chr17	8320841	8321121	281	4	0.487420501049453	0.891499571794409	-0.404079070744956	-14.3692776927469
