gene	log2(Fold_change)	p-value
KRBOX4	-0.625487345644266	3.3147521575349617e-07
MAT2B	1.004906728355666	3.337183308582681e-07
LINC01141	0.6586953111193226	3.430026256523444e-07
SOX6	1.1729690682806428	3.61210207938667e-07
CSMD3	0.6238094494795718	3.763364764097777e-07
CDH6	1.0251082846959454	3.782827049048088e-07
LINC00871	0.5655239683228296	3.796360007579658e-07
GUSBP3	0.7942334086671401	3.82745004795515e-07
LOC102724623	0.5428396293189973	3.832098259937134e-07
GALNT9	0.8007475560191677	3.8345676788287265e-07
TSC22D4	1.1222968966214146	3.940222175313757e-07
GABRB2	1.4367582014546239	3.970354025772949e-07
LOC101928283	-1.0322467857361235	3.9930804070498206e-07
DACH1	-1.0698430339020644	4.0570215202873073e-07
CUEDC1	0.6389603069967575	4.1415332826533205e-07
CR1L	-1.0657464037112345	4.18145404895709e-07
ZNF536	-1.4256152642805193	4.314181319076127e-07
NKAIN2	0.8297642090970159	4.335890307627377e-07
OPHN1	0.5650982379705325	4.335904396524093e-07
SAMD12	-0.7335290475996312	4.340183885231941e-07
LRFN5	-1.0026749107528918	4.4865771773316967e-07
SYT9	-1.203125490839734	4.4974311754208963e-07
ATRNL1	-1.1105545598857258	4.501202488071954e-07
RNF17	-0.6801226009319865	4.510016102299286e-07
NBPF20	0.8915859649542529	4.5220147235625065e-07
RGS7	-1.2581639914081115	4.5403930292176043e-07
KBTBD12	0.6747215084989697	4.6082750132514505e-07
MYRIP	0.6488162034146658	4.6206832455819584e-07
EHBP1	-0.5057830392596683	4.6463543768582307e-07
PCDHA1	0.6579927705069497	4.70038225858227e-07
PCDHA2	0.6579927705069497	4.70038225858227e-07
PCDHA3	0.6579927705069497	4.70038225858227e-07
PCDHA4	0.6579927705069497	4.70038225858227e-07
PCDHA5	0.6579927705069497	4.70038225858227e-07
PCDHA6	0.6579927705069497	4.70038225858227e-07
PCDHA7	0.6579927705069497	4.70038225858227e-07
PCDHA8	0.6579927705069497	4.70038225858227e-07
PCDHA9	0.6579927705069497	4.70038225858227e-07
PCDHA10	0.6579927705069497	4.70038225858227e-07
PCDHA11	0.6579927705069497	4.70038225858227e-07
PCDHA12	0.6579927705069497	4.70038225858227e-07
PCDHA13	0.6579927705069497	4.70038225858227e-07
RFX4	1.068317853116536	4.7170998423440306e-07
LOC100287944	1.068317853116536	4.7170998423440306e-07
PTGER3	-0.7157791272532223	4.717542877230585e-07
ATG7	-1.1027936480779355	4.7528982113353993e-07
LOC100507334	1.8655981767823064	4.787865173661033e-07
ANKRD62P1-PARP4P3	1.1646467628353332	4.860707868870052e-07
TLR8-AS1	1.0614142876104362	4.866465188269053e-07
TLR8	1.0614142876104362	4.866465188269053e-07
LINC00383	-0.9379370795773734	4.95381666976158e-07
LOC101928137	0.7818859051998759	4.969125500242644e-07
LINC01288	0.8714670732587094	4.986495876768693e-07
PROM1	-0.5289826926677992	4.99556383409816e-07
AKAP14	1.1761974903696262	5.038007154067881e-07
DLG2	-1.1700367370878426	5.045599091368924e-07
SORL1	0.7778802805405335	5.086623972305748e-07
NEDD9	0.4561215271597656	5.141298969613128e-07
CNKSR2	-0.6334014015604604	5.148799843035513e-07
USH2A	-0.6650418269822219	5.253506955404941e-07
KIF6	1.717185397629669	5.32877452280589e-07
NRCAM	-0.8597373362459968	5.346037180942176e-07
MIR4500HG	0.7095671590473778	5.394255518098579e-07
GRXCR1	-0.648635190112049	5.480209719355145e-07
CNTNAP3B	0.7750665488824241	5.519291640054824e-07
CNTNAP3P2	0.7750665488824241	5.519291640054824e-07
CTD-2151A2.1	1.7818502913812635	5.529486830579966e-07
PTPRT	1.0206568215286165	5.55714397421081e-07
RNF219-AS1	-1.3124496399963892	5.592339005100478e-07
RPS6KA5	1.1296490040792027	5.682021220976274e-07
SLAIN1	-0.5175171375155774	5.778326258309985e-07
GLRA4	0.561159867050016	5.806731515844988e-07
MYOM1	0.8512438006594242	5.833267623434058e-07
LOC643542	1.6727846528849624	5.83408097776239e-07
TRHDE	-0.9682895944067433	5.925824898944665e-07
MIR2052HG	-0.8727081983292	5.955171997806819e-07
TISP43	0.924270638654218	5.988426795944247e-07
LOC646743	0.924270638654218	5.988426795944247e-07
KRTAP5-4	-2.317433732285572	6.122243640105385e-07
RAPH1	0.9776997791088208	6.211617010254411e-07
BEST3	-0.8577142184476716	6.213692324785748e-07
HMCN1	0.6236100106858212	6.23755308271079e-07
CRADD	-0.4807270009411915	6.508147736450365e-07
LINC01541	-1.3596912115055144	6.531042388069342e-07
ELAVL4	-0.9710146558597768	6.540608032179485e-07
PPM1H	-2.621871226880325	6.574019656924169e-07
IL5RA	-0.7944521430304734	6.594002259330268e-07
DCC	-0.7042048305520947	6.643109922321867e-07
TMPRSS7	1.9566901784059638	6.690852004498371e-07
LINC01456	-0.9998733727275269	6.692824048526448e-07
ABCD3	-0.7700415212311651	6.793750295386314e-07
FAM230A	0.8385183454011393	6.870566748362617e-07
SCRIB	-0.6179300865697543	6.970509594750319e-07
KLHL13	0.6164241608890046	6.977188665713285e-07
IQSEC2	1.532070834178847	7.101429798705983e-07
RP2	-0.5806332551473905	7.158564141351854e-07
UNC5D	0.8946117067685941	7.21871960535081e-07
DNHD1	1.062288190032324	7.269700836254334e-07
POSTN	1.1089036236824763	7.299271008454067e-07
SPRY3	-0.777993976388476	7.380239997745175e-07
INSL4	0.6414290288981703	7.387148613646755e-07
NSMAF	-0.9285202807467514	7.418851577678521e-07
LOC284294	2.1066092475621723	7.44926981766092e-07
CDH9	-1.8392744397869665	7.463598105938996e-07
WDR49	1.3440023330707016	7.47535637857233e-07
BCORL1	1.1221487780370678	7.540232263125724e-07
PDGFC	1.7339214477360472	7.543310721003228e-07
TOX2	0.507891209777396	7.661993263519129e-07
LINC00403	-1.4664442603608965	7.693827489163586e-07
ATP8A2	-1.5733175736651122	7.737576888489084e-07
ARHGAP44	-0.8136300950824994	7.793361849806058e-07
FAM153C	-0.7517261405949143	7.919300323677714e-07
STIM2	0.8938515067603143	7.925214745796439e-07
FAM81B	0.8382778787101722	7.94126626590952e-07
CLIC2	0.6504248743785963	8.299968997538266e-07
LOC101929095	-0.8350191513187328	8.381750218999784e-07
CRHR1-IT1-CRHR1	-0.7663616094639044	8.543191835685971e-07
TMPRSS15	-0.7717352564827928	8.572499236247922e-07
STX7	-0.6298206038365539	8.587588826269866e-07
FHOD3	-0.7347096901883656	8.619040532176214e-07
NAV3	1.2989574733966476	8.630622576111247e-07
ADGRE4P	0.8159133263579068	8.637322540583359e-07
DOCK2	-0.7236683562098004	8.651235062495655e-07
FAM196B	-0.7236683562098004	8.651235062495655e-07
SORCS2	-0.5828221777643765	8.711753763435137e-07
PDZD4	0.8304881720275122	8.822346582615382e-07
RPS6KA2	0.9410821151081515	8.851400687126532e-07
MAP1B	-0.4801334797122272	8.947511206336412e-07
AGBL1	-1.0340599003755562	9.054505456240758e-07
CREB3L2	-0.8015269640967482	9.185831521874022e-07
CCNY	0.8089969946106391	9.215490749725497e-07
POTEE	0.9160041825955928	9.340965703263926e-07
NTSR1	-0.9411849856602745	9.410569163037509e-07
SLC44A4	-0.727897094582969	9.437922526112086e-07
CRLF2	1.6838915487318342	9.511536981532399e-07
GOLIM4	0.6019727553245773	9.52525532987858e-07
FRG1HP	0.9426771426214431	9.63706572387757e-07
NWD1	-1.741210158057431	9.709751973729918e-07
EYA2	0.6568185079513289	1.0022546569510293e-06
CYP3A7-CYP3A51P	-0.9627018141115887	1.0270755608055016e-06
CYP3A7	-0.9627018141115887	1.0270755608055016e-06
ATP11C	-0.7356065036120907	1.0302282036467326e-06
ANKRD55	1.2531787256031006	1.0419158592844813e-06
MPHOSPH6	-1.6645980072109325	1.0437133095342334e-06
SEMA3A	1.1409675033585593	1.051192902740139e-06
ENPP3	-1.2909316384451643	1.0599017948809132e-06
TTLL5	2.7452003551314617	1.0638119625483444e-06
SORBS2	-0.9167668147371852	1.0648023341608416e-06
NBPF10	-0.9528817949805478	1.072325391127116e-06
LINC00893	1.306187279314851	1.0813766135653326e-06
ZHX2	-1.9591198129746508	1.1076290954925573e-06
ZBTB20	1.7502022930162282	1.1426912401912849e-06
TMX2	-0.514139793985714	1.1493249417016127e-06
TMX2-CTNND1	-0.514139793985714	1.1493249417016127e-06
HCN4	1.105891360733568	1.1520250415730794e-06
CRAT37	0.8512535269861465	1.1847178759183398e-06
TIAM1	0.895280954464185	1.1925002098012172e-06
HECW1	0.8494068202308585	1.1934082547071513e-06
LEF1	-0.6937801564080931	1.2061494039483645e-06
SCAMP1	0.651038441381917	1.211791273025842e-06
MRC1	-0.9703734701196356	1.2258397186715176e-06
MAP7D3	0.504260276413514	1.237548296439961e-06
STXBP5L	1.6038186450977494	1.2405127082504297e-06
LOC403323	-1.115783869065237	1.2446925221287764e-06
AFP	1.0183515531591383	1.2644500995140362e-06
ZFAND3	1.0592934666178082	1.2710312009056591e-06
LOC101929710	-1.0662725464485816	1.2728319437105286e-06
TRIM62	-0.7552846589132803	1.3230204073066965e-06
NFIB	-0.733970259667015	1.3299427485125026e-06
SPAG16	1.0149381647245512	1.3450845719353845e-06
LINC00634	-0.673046557008816	1.368404810236923e-06
C5orf17	-1.4991303447063267	1.3807980348778948e-06
MED13	0.609315185765934	1.3833458468170967e-06
MIR548H3	-0.5306689206873882	1.3939543381802366e-06
KLHL32	-0.5306689206873882	1.3939543381802366e-06
TMEM135	-0.6745607282529957	1.4317292426235808e-06
GABRG3	-1.6078787695276429	1.4562141098684036e-06
ABCA12	1.1006884400877004	1.5041274535332327e-06
FAM172A	-0.7213690370614088	1.5057712919819278e-06
FGD6	-0.933647510438359	1.5101840822040469e-06
MYO18B	0.731905737696048	1.5364859319189074e-06
RBMY1F	0.6508644122871596	1.5425973078131429e-06
PPEF1	0.6057468114792777	1.556355448256719e-06
FTX	0.5611455290015044	1.5628583870386237e-06
PRH1-PRR4	1.0613113538758137	1.585703501205682e-06
PRH1	1.0613113538758137	1.585703501205682e-06
PRH1-TAS2R14	1.0613113538758137	1.585703501205682e-06
COMMD1	-0.6911958132154886	1.6019021460089712e-06
SPATA6	0.9597897096912174	1.6260486315700096e-06
MIR1273E	0.9579032395948771	1.6676757583433678e-06
PIP5K1B	2.0316770027011564	1.7050989093658765e-06
TENM2	1.101001731768355	1.8250667507213603e-06
SCG5	1.3963673672698578	1.8685605793988814e-06
SRGAP2	-0.7292695084683136	1.879671115356807e-06
PTPRC	-0.991693288500567	1.880464593695397e-06
GLIS3	-0.9916693981130742	1.8830367666089476e-06
BRWD3	0.6074671065788577	1.8901500086654368e-06
RSU1	1.5811481433567343	1.9135914091694683e-06
HAND2-AS1	-1.041069772628489	1.9176044567026373e-06
FSTL5	-0.9751671699324469	1.946231308924684e-06
FOXN1	-0.9425905158519162	1.977957719900836e-06
BCL11B	0.9707079703551218	2.0394877671081613e-06
GRIA3	-0.700753791649944	2.081163266531849e-06
PRAMEF4	0.735716001753378	2.1023201732028872e-06
EDA	0.787655573538954	2.1384298170723516e-06
TMPRSS11E	1.1525493615360274	2.16773874199272e-06
PPP2R2B	0.6648509463822841	2.182003073170069e-06
CPXM2	0.723761339060554	2.1928083496824956e-06
CACNA1I	0.6670466351567033	2.196423689132532e-06
LINC00971	-1.302824687984398	2.263250083761603e-06
ADAMTS3	-0.9474214667998598	2.2693932654305196e-06
FPGT-TNNI3K	-0.7148432798295934	2.3800164486165176e-06
TNNI3K	-0.7148432798295934	2.3800164486165176e-06
DCDC2	1.6111437403972286	2.4589505240701917e-06
NBPF9	0.8167810831069771	2.467740863959511e-06
ERBB4	-0.6094571024965669	2.543103135010938e-06
FOXG1-AS1	-0.9638837416605408	2.5759619955045833e-06
NPIPB6	-1.0175609674144441	2.5866794016615737e-06
SPG21	0.9685265062542472	2.6148842160178543e-06
LOC101928820	1.0173547136857641	2.619207058845996e-06
ANKRD36C	-1.4514699835635168	2.622728598167257e-06
BRINP3	-0.8932518076530395	2.751232056630304e-06
VRK1	1.1686576953213965	2.8739302517566404e-06
NRXN3	-1.480246005375646	2.904794800634436e-06
KCNH5	0.8899394511446109	2.9502602460984574e-06
FAAH2	-0.9601078418400113	3.0419276923154826e-06
LOC100288069	-0.7237154512405969	3.178973027156973e-06
STPG2	-0.83973885457325	3.299244314858285e-06
COL4A5	-0.8893640954867059	3.3863372947862127e-06
CNGB3	-0.5909242121465574	3.4543032163880664e-06
IDS	0.8554107835138213	3.48667628945476e-06
C14orf37	0.990824143273513	3.6497155260717396e-06
CNOT3	-1.2947830429562606	3.674279897791788e-06
LINC00032	0.9917137091932255	3.6799128962872186e-06
ZFAND6	0.940223802199121	3.75437016454927e-06
RB1	0.8093407752912559	3.7883779980651957e-06
PNLIPRP3	0.6352157018532038	3.930105138655327e-06
XRCC6P5	-0.7770363088304556	3.99002236886048e-06
TRERF1	0.797457732778463	4.0851838003952425e-06
LOC102723769	0.9155271122910795	4.119222709486614e-06
LIN28B	-0.9450537299829193	4.26682257657629e-06
GAS2	-0.5168327321759947	4.334024347896204e-06
DIS3L2	0.7927034624086391	4.4748715481601755e-06
DGKZ	-1.0225245322171075	4.625229082122484e-06
UBE2Q2P2	-0.7969130866161351	4.863567493845756e-06
CYP4F30P	1.124132329256427	6.119656963116116e-06
SCG3	-0.424325147125072	1.1808330412876878e-05
CA10	-0.5670087042338552	1.211727818525854e-05
LOC400685	0.5964485555718131	2.073343509925718e-05
PRKG1	0.6370620839433832	2.779042899371809e-05
NTRK3	0.4662782052755351	2.9482210073816795e-05
KIAA1217	-0.4144884652122554	3.37021354752165e-05
NBEAP1	0.4147094337717768	3.417263650383751e-05
ARHGAP29	0.42355145984514997	3.442487462520516e-05
LOC102725126	0.5042885027793336	3.7683999469639855e-05
THEGL	-0.3526799959490776	4.087516730915675e-05
RNF182	-0.20157731660010653	4.113176371566829e-05
GRM1	0.6919678767612356	5.024867433769953e-05
GALNT8	-0.5021249250122641	5.610694824764728e-05
KCNQ5	-0.5853404445392918	5.980352607666273e-05
CCDC129	0.40593009607394864	8.535198921071352e-05
WHSC1L1	-0.46997772957722656	9.111443152257648e-05
RPS6KA6	0.8040461293369088	9.643315462800618e-05
ARHGEF9	0.4767102344701027	0.00010185605470599547
KITLG	0.4085750775060109	0.00011226396996609213
ABCA13	0.13465024488994445	0.0001472652785638462
COL21A1	0.19799188318164102	0.00016431029686356236
CASC9	-0.4272626958503529	0.0002216658274347916
PDE3A	-0.25337421803213234	0.00022168967424893716
CDH19	-0.3178989513869777	0.00028658986119600716
PRAMEF34P	0.26443211839592745	0.0003157631481625345
PRAMEF36P	0.26443211839592745	0.0003157631481625345
MBNL1	0.3951980652093617	0.00032204860469407516
DNAH7	0.32452104271798926	0.00032719597193681674
FBXL17	-0.33389153941854866	0.00034579101196940965
ADGRV1	-0.28086856066686655	0.0003541855275549233
CASP8	-0.2028881187531923	0.00042549795093057565
GRIN2B	0.5436112641708395	0.0006251746902293354
OPCML	-0.41181018723560364	0.0006603060312457831
GC	-0.33812178709991086	0.0010170700268106792
FCGR2C	-0.35207779702540426	0.0011793814909080548
HSPE1-MOB4	0.21744576532450777	0.0015758082893691018
MOB4	0.21744576532450777	0.0015758082893691018
LINC01322	-0.13257810351680463	0.0015982707492415704
ZFPM2	0.16990348928120333	0.0018534272750169612
TRIM40	0.11180883452265898	0.0021365024989441206
NDST4	-0.18471482007980783	0.002250742209004425
FAM66B	0.09168477086300011	0.002318527781569457
MORC1	-0.1251293001454797	0.002410747704381877
TVP23A	-0.21613622797793486	0.0025182118255317855
ZMAT4	0.13154923021658863	0.002958992261868543
CFTR	-0.06024635192067227	0.003352053320344467
CERS3	0.2341271613624185	0.004735418210660209
LOC283038	-0.2441496696827948	0.005787892256044841
LOC101928401	0.012275818441709812	0.005871627814283359
ZNF727	0.27561261219688676	0.006217806519550978
ZNF280C	-0.2623295707344458	0.006370421026990991
ERC2	0.11654316909627316	0.006666771658654536
TRIM36	-0.07305268651990332	0.0075256073342818254
LPAR1	-0.18137156427703216	0.008420803913164049
CRB1	0.004955824882033349	0.008426449168374595
ADAM2	0.10413393376430595	0.008555700336878807
LINC00578	0.13016658473101778	0.011668189431058119
GDA	-0.017558122261738647	0.012131767900449253
REPS2	0.002995645054350461	0.01367032136680163
ATP7A	-0.0963608362405478	0.015534244520009089
SOX2-OT	-0.2163337110568576	0.01595850037548982
HS3ST2	0.02091227124570136	0.01599100358491348
MACROD2	0.07837808918781052	0.01767763588585794
LINCR-0002	-0.052002468593753924	0.01800763571696881
RALGPS1	0.13651620108202803	0.018213534613634192
SPATA16	-0.10333191553240414	0.01870311720322006
EPHA1-AS1	-0.05887169844539704	0.019103616810007287
TINAG	0.12367206088907004	0.019773584956746013
ADGRB3	0.07955218636918843	0.02024241471581443
ICE2	-0.09688125847184523	0.020997607446078342
ZNF518A	0.07089591579696085	0.021104052941470892
KCNG3	0.03017060580224252	0.022263658305729007
ARID5B	0.036018773373553005	0.02267792066397513
LINC00993	0.10507080656856506	0.02465727560659769
